itemString,itemName,stackSize,quantity,price,otherPlayer,player,time,source
i:25440,?,7,7,870,Merchant,Anyaaknees,1635382919,Vendor
i:25434,Fractured Carapace,1,1,870,Merchant,Anyaaknees,1635382932,Vendor
i:27859,Zangar Caps,1,1,280,Merchant,Anyaaknees,1635382934,Vendor
i:25403,?,1,1,18765,Merchant,Anyaaknees,1635382940,Vendor
i:29911,?,1,1,64414,Merchant,Anyaaknees,1635382941,Vendor
i:24603:-8,?,1,1,17912,Merchant,Anyaaknees,1635382945,Vendor
i:25398,?,1,1,23027,Merchant,Anyaaknees,1635382946,Vendor
i:27854,Smoked Talbuk Venison,3,3,280,Merchant,Anyaaknees,1635382948,Vendor
i:25843,Fel Iron Rod,1,3,142500,Bankhere,Alfakenybody,1635375782,Auction
i:21884,Primal Fire,1,2,160445,Hankypañky,Alfakenybody,1635378523,Auction
i:21884,Primal Fire,1,2,160445,Banknda,Alfakenybody,1635378771,Auction
i:25521,Greater Rune of Warding,1,2,40375,Phellem,Alfakenybody,1635383953,Auction
i:17057,Shiny Fish Scales,2,2,7,Merchant,Onissan,1635397503,Vendor
i:27858,Sunspring Carp,2,2,280,Merchant,Onissan,1635397503,Vendor
i:25402,The Stoppable Force,1,2,23370,Merchant,Onissan,1635397503,Vendor
i:24508,Elemental Fragment,20,100,1185,Merchant,Onissan,1635401560,Vendor
i:24508,Elemental Fragment,8,8,1185,Merchant,Onissan,1635401560,Vendor
i:25364,?,1,1,7327,Merchant,Onissan,1635401560,Vendor
i:25358,?,1,1,4650,Merchant,Onissan,1635401560,Vendor
i:25306:-8,?,1,1,70314,Merchant,Onissan,1635401596,Vendor
i:7078,Essence of Fire,2,2,400,Merchant,Onissan,1635401596,Vendor
i:25398,?,1,1,23027,Merchant,Onissan,1635401597,Vendor
i:24511,Primordial Essence,5,5,1325,Merchant,Onissan,1635401602,Vendor
i:25181:-39,?,1,1,92736,Merchant,Onissan,1635401604,Vendor
i:25360,?,1,1,4685,Merchant,Onissan,1635401604,Vendor
i:24511,Primordial Essence,20,20,1325,Merchant,Onissan,1635401605,Vendor
i:25010:-27,?,1,1,39168,Merchant,Onissan,1635401605,Vendor
i:31944,?,1,1,870,Merchant,Onissan,1635401607,Vendor
i:14047,Runecloth,2,2,400,Merchant,Onissan,1635401607,Vendor
i:25440,?,1,1,870,Merchant,Onissan,1635401609,Vendor
i:24516,?,5,5,870,Merchant,Onissan,1635401610,Vendor
i:27854,Smoked Talbuk Venison,3,3,280,Merchant,Onissan,1635401611,Vendor
i:25378,?,1,1,5578,Merchant,Onissan,1635401614,Vendor
i:27671,Buzzard Meat,1,1,200,Merchant,Onissan,1635401617,Vendor
i:24517,?,1,1,990,Merchant,Onissan,1635401618,Vendor
i:25442,?,1,1,990,Merchant,Anyaaknees,1635465205,Vendor
i:25355,?,1,1,9432,Merchant,Anyaaknees,1635465205,Vendor
i:31945,?,1,1,990,Merchant,Anyaaknees,1635465210,Vendor
i:31944,?,4,4,870,Merchant,Anyaaknees,1635465217,Vendor
i:4583,Thick Furry Mane,2,2,812,Merchant,Anyaaknees,1635465218,Vendor
i:28399,Filtered Draenic Water,1,1,280,Merchant,Anyaaknees,1635465228,Vendor
i:25440,?,5,5,870,Merchant,Anyaaknees,1635465230,Vendor
i:24610:-9,?,1,1,23482,Merchant,Anyaaknees,1635465231,Vendor
i:29936,?,1,1,37753,Merchant,Anyaaknees,1635465234,Vendor
i:29944,?,1,1,36094,Merchant,Anyaaknees,1635465235,Vendor
i:29935,?,1,1,37614,Merchant,Anyaaknees,1635465244,Vendor
i:24580,Loosely Threaded Hat,1,1,5579,Merchant,Anyaaknees,1635465250,Vendor
i:25353,?,1,1,4683,Merchant,Anyaaknees,1635465252,Vendor
i:25100:-8,?,1,1,53097,Merchant,Anyaaknees,1635465254,Vendor
i:27499,Scroll of Intellect V,1,1,112,Merchant,Anyaaknees,1635465256,Vendor
i:25434,Fractured Carapace,1,1,870,Merchant,Anyaaknees,1635465266,Vendor
i:23518,Felsteel Leggings,1,1,456000,Lexsteele,Alfakenybody,1635460256,Auction
i:4338,Mageweave Cloth,1,2,1839,Mingler,Alfakenybody,1635461315,Auction
i:23965,?,2,2,870,Merchant,Anyaaknees,1635468719,Vendor
i:25785,?,1,1,28546,Merchant,Anyaaknees,1635468729,Vendor
i:25984,?,1,1,21204,Merchant,Anyaaknees,1635468730,Vendor
i:23965,?,10,10,870,Merchant,Anyaaknees,1635468731,Vendor
i:27674,Ravager Flesh,6,6,200,Merchant,Anyaaknees,1635468732,Vendor
i:27859,Zangar Caps,3,3,280,Merchant,Anyaaknees,1635468738,Vendor
i:25442,?,1,1,990,Merchant,Anyaaknees,1635468739,Vendor
i:25436,Twitching Leg,1,1,990,Merchant,Anyaaknees,1635468741,Vendor
i:25649,Knothide Leather Scraps,20,20,250,Merchant,Anyaaknees,1635468745,Vendor
i:23979,?,7,7,990,Merchant,Anyaaknees,1635468750,Vendor
i:25434,Fractured Carapace,14,14,870,Merchant,Anyaaknees,1635468754,Vendor
i:25440,?,6,6,870,Merchant,Anyaaknees,1635468755,Vendor
i:28399,Filtered Draenic Water,1,1,280,Merchant,Anyaaknees,1635468758,Vendor
i:14047,Runecloth,1,1,400,Merchant,Anyaaknees,1635469134,Vendor
i:4304,Thick Leather,1,3,4741,Blunky,Alfakenybody,1635462318,Auction
i:23448,Felsteel Bar,1,4,85491,Corwell,Alfakenybody,1635462740,Auction
i:21887,Knothide Leather,1,2,2888,Holochops,Alfakenybody,1635466148,Auction
i:25348,?,1,1,7930,Merchant,Onissan,1635469950,Vendor
i:25425,?,1,1,870,Merchant,Onissan,1635469953,Vendor
i:25347,?,1,1,5926,Merchant,Onissan,1635481813,Vendor
i:25428,?,1,1,1325,Merchant,Onissan,1635481813,Vendor
i:22786,Dreaming Glory,1,2,6324,Funbank,Alfakenybody,1635469899,Auction
i:22786,Dreaming Glory,1,2,6324,Falcke,Alfakenybody,1635469934,Auction
i:25649,Knothide Leather Scraps,1,15,397,Dragnil,Alfakenybody,1635471175,Auction
i:23520,Ragesteel Gloves,1,1,1282500,Turin,Alfakenybody,1635471939,Auction
i:21887,Knothide Leather,1,5,2841,Ivyana,Alfakenybody,1635472268,Auction
i:28421,Adamantite Weightstone,2,8,46550,Doesit,Alfakenybody,1635472417,Auction
i:28421,Adamantite Weightstone,2,4,46550,Dubujorim,Alfakenybody,1635473492,Auction
i:28421,Adamantite Weightstone,2,8,46550,Deadshoot,Alfakenybody,1635476541,Auction
i:25700,Fel Scales,1,9,3601,Redrix,Alfakenybody,1635476872,Auction
i:28421,Adamantite Weightstone,2,6,46550,Thrilune,Alfakenybody,1635477701,Auction
i:21887,Knothide Leather,1,1,2888,Shockymilk,Alfakenybody,1635480632,Auction
i:14530,Heavy Runecloth Bandage,20,20,1000,Merchant,Alfakenybody,1635487228,Vendor
i:14530,Heavy Runecloth Bandage,3,3,1000,Merchant,Alfakenybody,1635487233,Vendor
i:8170,Rugged Leather,1,3,5121,Gehrbruht,Alfakenybody,1635490956,Auction
i:28421,Adamantite Weightstone,2,4,41895,Chillyeilish,Alfakenybody,1635503173,Auction
i:22785,Felweed,20,20,500,Merchant,Alfakenybody,1635535677,Vendor
i:22785,Felweed,4,4,500,Merchant,Alfakenybody,1635535678,Vendor
i:25699,Crystal Infused Leather,5,5,1250,Merchant,Alfakenybody,1635535679,Vendor
i:28421,Adamantite Weightstone,2,4,45124,Flintfforge,Alfakenybody,1635539617,Auction
i:4306,Silk Cloth,3,3,150,Merchant,Onissan,1635549979,Vendor
i:4306,Silk Cloth,20,60,150,Merchant,Onissan,1635549999,Vendor
i:9279,?,1,1,45,Merchant,Onissan,1635550003,Vendor
i:25426,Brilliant Feather,8,8,1185,Merchant,Onissan,1635550004,Vendor
i:1205,Melon Juice,3,3,25,Merchant,Onissan,1635550006,Vendor
i:1478,Scroll of Protection II,2,2,62,Merchant,Onissan,1635550007,Vendor
i:9807:135,?,1,1,1255,Merchant,Onissan,1635550008,Vendor
i:11983:762,?,1,1,1130,Merchant,Onissan,1635550008,Vendor
i:1749,?,1,1,263,Merchant,Onissan,1635550008,Vendor
i:2883,Plans: Deadly Bronze Poniard,1,1,375,Merchant,Onissan,1635550011,Vendor
i:1820,Wooden Maul,1,1,963,Merchant,Onissan,1635550012,Vendor
i:4363,Copper Modulator,2,2,50,Merchant,Onissan,1635550025,Vendor
i:6608,Bright Armor,1,1,1328,Merchant,Onissan,1635550027,Vendor
i:2786,?,1,1,1173,Merchant,Onissan,1635550028,Vendor
i:1786,?,1,1,683,Merchant,Onissan,1635550037,Vendor
i:9795:764,?,1,1,626,Merchant,Onissan,1635550039,Vendor
i:929,Healing Potion,1,1,75,Merchant,Onissan,1635550039,Vendor
i:4542,Moist Cornbread,3,3,25,Merchant,Onissan,1635550039,Vendor
i:9308,Grime-Encrusted Object,20,20,38,Merchant,Onissan,1635550041,Vendor
i:3770,Mutton Chop,3,3,25,Merchant,Onissan,1635550041,Vendor
i:2592,Wool Cloth,11,11,33,Merchant,Onissan,1635550042,Vendor
i:159,Refreshing Spring Water,1,1,1,Merchant,Onissan,1635550044,Vendor
i:9308,Grime-Encrusted Object,11,11,38,Merchant,Onissan,1635550051,Vendor
i:6593:108,?,1,1,923,Merchant,Onissan,1635550051,Vendor
i:9806:765,?,1,1,834,Merchant,Onissan,1635550052,Vendor
i:1829,?,1,1,1563,Merchant,Onissan,1635550054,Vendor
i:1825,?,1,1,1548,Merchant,Onissan,1635550054,Vendor
i:4364,Coarse Blasting Powder,1,1,12,Merchant,Onissan,1635550055,Vendor
i:9327,Security DELTA Data Access Card,1,1,625,Merchant,Onissan,1635550058,Vendor
i:4377,Heavy Blasting Powder,5,5,150,Merchant,Onissan,1635550060,Vendor
i:3385,Lesser Mana Potion,2,2,30,Merchant,Onissan,1635550061,Vendor
i:2589,Linen Cloth,10,10,13,Merchant,Onissan,1635550147,Vendor
i:28421,Adamantite Weightstone,1,1,45124,Aimlit,Alfakenybody,1635544317,Auction
i:28421,Adamantite Weightstone,2,2,45124,Aimlit,Alfakenybody,1635544375,Auction
i:1181,Scroll of Spirit,1,1,25,Merchant,Onissan,1635552383,Vendor
i:25440,?,18,18,870,Merchant,Anyaaknees,1635552770,Vendor
i:25442,?,7,7,990,Merchant,Anyaaknees,1635552772,Vendor
i:22785,Felweed,2,2,500,Merchant,Anyaaknees,1635552784,Vendor
i:13446,Major Healing Potion,1,1,1000,Merchant,Anyaaknees,1635552822,Vendor
i:25434,Fractured Carapace,1,1,870,Merchant,Anyaaknees,1635554235,Vendor
i:24948:-18,?,1,1,30648,Merchant,Anyaaknees,1635554237,Vendor
i:24516,?,5,5,870,Merchant,Anyaaknees,1635554237,Vendor
i:24809:-40,?,1,1,16823,Merchant,Anyaaknees,1635554240,Vendor
i:24516,?,10,10,870,Merchant,Anyaaknees,1635554241,Vendor
i:25446,?,1,1,990,Merchant,Anyaaknees,1635554246,Vendor
i:25444,Corrosive Ichor,8,8,870,Merchant,Anyaaknees,1635554248,Vendor
i:25444,Corrosive Ichor,20,20,870,Merchant,Anyaaknees,1635554248,Vendor
i:25368,?,1,1,5520,Merchant,Anyaaknees,1635554250,Vendor
i:27855,Mag'har Grainbread,1,1,280,Merchant,Anyaaknees,1635556824,Vendor
i:27854,Smoked Talbuk Venison,1,1,280,Merchant,Anyaaknees,1635556826,Vendor
i:28399,Filtered Draenic Water,1,1,280,Merchant,Anyaaknees,1635556899,Vendor
i:25405,?,1,1,14176,Merchant,Anyaaknees,1635556900,Vendor
i:28421,Adamantite Weightstone,2,2,45124,Treemia,Alfakenybody,1635552540,Auction
i:25313:-44,?,1,1,59783,Merchant,Anyaaknees,1635559829,Vendor
i:25398,?,1,1,23027,Merchant,Anyaaknees,1635559830,Vendor
i:5428,?,1,1,322,Merchant,Anyaaknees,1635559831,Vendor
i:25987,?,1,1,75824,Merchant,Anyaaknees,1635559836,Vendor
i:25440,?,5,5,870,Merchant,Anyaaknees,1635559838,Vendor
i:25075:-9,?,1,1,36601,Merchant,Anyaaknees,1635559840,Vendor
i:25388,?,1,1,9640,Merchant,Anyaaknees,1635559841,Vendor
i:29570,A Gnome Effigy,1,1,670,Merchant,Anyaaknees,1635559847,Vendor
i:24231,?,2,2,52,Merchant,Anyaaknees,1635559855,Vendor
i:25507,?,1,1,31671,Merchant,Anyaaknees,1635559865,Vendor
i:24918:-18,?,1,1,19462,Merchant,Anyaaknees,1635559867,Vendor
i:25920,?,1,1,63579,Merchant,Anyaaknees,1635559892,Vendor
i:25442,?,1,1,990,Merchant,Anyaaknees,1635559893,Vendor
i:14047,Runecloth,13,13,400,Merchant,Anyaaknees,1635559899,Vendor
i:5956,Blacksmith Hammer,1,1,3,Merchant,Anyaaknees,1635560252,Vendor
i:28421,Adamantite Weightstone,2,4,45124,Coupbanker,Alfakenybody,1635556923,Auction
i:25427,?,1,1,990,Merchant,Anyaaknees,1635564770,Vendor
i:25699,Crystal Infused Leather,2,2,1250,Merchant,Anyaaknees,1635564772,Vendor
i:23965,?,8,8,870,Merchant,Anyaaknees,1635564774,Vendor
i:23965,?,10,10,870,Merchant,Anyaaknees,1635564775,Vendor
i:25700,Fel Scales,10,10,1250,Merchant,Anyaaknees,1635564776,Vendor
i:25383,?,1,1,6359,Merchant,Anyaaknees,1635564779,Vendor
i:25425,?,6,6,870,Merchant,Anyaaknees,1635564781,Vendor
i:17056,Light Feather,6,6,7,Merchant,Anyaaknees,1635564782,Vendor
i:27674,Ravager Flesh,11,11,200,Merchant,Anyaaknees,1635564786,Vendor
i:25649,Knothide Leather Scraps,8,8,250,Merchant,Anyaaknees,1635564792,Vendor
i:23979,?,3,3,990,Merchant,Anyaaknees,1635564814,Vendor
i:28399,Filtered Draenic Water,1,1,280,Merchant,Anyaaknees,1635564859,Vendor
i:21887,Knothide Leather,1,1,2812,Monjah,Alfakenybody,1635560515,Auction
i:24516,?,3,3,870,Merchant,Alfakenybody,1635565234,Vendor
i:23965,?,2,2,870,Merchant,Alfakenybody,1635565234,Vendor
i:25088:-42,?,1,1,28546,Merchant,Alfakenybody,1635565235,Vendor
i:25699,Crystal Infused Leather,2,2,1250,Merchant,Alfakenybody,1635565237,Vendor
i:25649,Knothide Leather Scraps,18,18,250,Merchant,Alfakenybody,1635565237,Vendor
i:21887,Knothide Leather,3,3,1250,Merchant,Alfakenybody,1635565238,Vendor
i:14530,Heavy Runecloth Bandage,20,20,1000,Merchant,Alfakenybody,1635565244,Vendor
i:25649,Knothide Leather Scraps,11,11,250,Merchant,Alfakenybody,1635565273,Vendor
i:4306,Silk Cloth,1,1,150,Merchant,Onissan,1635568048,Vendor
i:21882,Soul Essence,1,1,2500,Merchant,Onissan,1635577438,Vendor
i:25409,Resilient Tail Hair,8,8,1185,Merchant,Onissan,1635577439,Vendor
i:25406,?,1,1,14227,Merchant,Onissan,1635577439,Vendor
i:25399,?,1,1,18490,Merchant,Onissan,1635577444,Vendor
i:22786,Dreaming Glory,1,3,6894,Erander,Alfakenybody,1635565264,Auction
i:22785,Felweed,1,1,2175,Erander,Alfakenybody,1635565306,Auction
i:13464,Golden Sansam,1,2,8265,Taptapboom,Alfakenybody,1635571783,Auction
i:28421,Adamantite Weightstone,2,2,45124,Haifive,Alfakenybody,1635572825,Auction
i:13464,Golden Sansam,1,1,8265,Eboka,Alfakenybody,1635574347,Auction
i:25649,Knothide Leather Scraps,20,40,250,Merchant,Anyaaknees,1635581366,Vendor
i:25649,Knothide Leather Scraps,3,3,250,Merchant,Anyaaknees,1635581366,Vendor
i:25442,?,3,3,990,Merchant,Anyaaknees,1635581367,Vendor
i:25979,?,1,1,38850,Merchant,Anyaaknees,1635581368,Vendor
i:24588:-37,?,1,1,10339,Merchant,Anyaaknees,1635581370,Vendor
i:14047,Runecloth,4,4,400,Merchant,Anyaaknees,1635581371,Vendor
i:25440,?,18,18,870,Merchant,Anyaaknees,1635581371,Vendor
i:25440,?,20,20,870,Merchant,Anyaaknees,1635581371,Vendor
i:29292,Helboar Bacon,5,5,10,Merchant,Anyaaknees,1635581372,Vendor
i:23976,?,3,3,705,Merchant,Anyaaknees,1635581373,Vendor
i:23978,?,3,3,605,Merchant,Anyaaknees,1635581375,Vendor
i:23965,?,7,7,870,Merchant,Anyaaknees,1635581375,Vendor
i:23977,?,3,3,498,Merchant,Anyaaknees,1635581383,Vendor
i:25699,Crystal Infused Leather,2,2,1250,Merchant,Anyaaknees,1635581384,Vendor
i:23979,?,1,1,990,Merchant,Anyaaknees,1635581385,Vendor
i:23355,?,5,5,200,Merchant,Anyaaknees,1635581403,Vendor
i:13446,Major Healing Potion,1,1,1000,Merchant,Alfakenybody,1635581672,Vendor
i:25707,Fel Hide,1,1,37414,Dadge,Alfakenybody,1635580327,Auction
i:22785,Felweed,1,4,1880,Themidget,Alfakenybody,1635582425,Auction
i:21887,Knothide Leather,1,16,2485,Vexxaa,Alfakenybody,1635582576,Auction
i:21887,Knothide Leather,1,8,2812,Fundel,Alfakenybody,1635585051,Auction
i:25700,Fel Scales,1,3,2554,Dragnil,Alfakenybody,1635601818,Auction
i:25386,?,1,2,9571,Merchant,Anyaaknees,1635610320,Vendor
i:25349,?,1,1,9234,Merchant,Anyaaknees,1635610321,Vendor
i:24590:-9,?,1,1,16134,Merchant,Anyaaknees,1635610324,Vendor
i:25312:-15,?,1,1,57806,Merchant,Anyaaknees,1635610325,Vendor
i:25425,?,4,4,870,Merchant,Anyaaknees,1635610327,Vendor
i:17056,Light Feather,8,8,7,Merchant,Anyaaknees,1635610327,Vendor
i:25427,?,6,6,990,Merchant,Anyaaknees,1635610328,Vendor
i:25425,?,20,20,870,Merchant,Anyaaknees,1635610332,Vendor
i:25100:-20,?,1,1,53097,Merchant,Anyaaknees,1635610341,Vendor
i:24231,?,3,3,52,Merchant,Anyaaknees,1635612679,Vendor
i:13444,Major Mana Potion,1,1,1500,Merchant,Anyaaknees,1635612684,Vendor
i:25434,Fractured Carapace,6,6,870,Merchant,Anyaaknees,1635612687,Vendor
i:25649,Knothide Leather Scraps,13,13,250,Merchant,Anyaaknees,1635612689,Vendor
i:25450,?,2,2,870,Merchant,Anyaaknees,1635612695,Vendor
i:25436,Twitching Leg,4,4,990,Merchant,Anyaaknees,1635612697,Vendor
i:24507,Elemental Shard,1,1,870,Merchant,Anyaaknees,1635612707,Vendor
i:18269,?,5,5,375,Merchant,Anyaaknees,1635612888,Vendor
i:14047,Runecloth,12,12,400,Merchant,Anyaaknees,1635615396,Vendor
i:25715,?,1,1,33525,Merchant,Anyaaknees,1635615401,Vendor
i:24090,?,1,1,20458,Merchant,Anyaaknees,1635615402,Vendor
i:29561,?,1,1,870,Merchant,Anyaaknees,1635615406,Vendor
i:25417,?,3,3,870,Merchant,Anyaaknees,1635615408,Vendor
i:24814:-15,?,1,1,16011,Merchant,Anyaaknees,1635615409,Vendor
i:25420,?,2,2,990,Merchant,Anyaaknees,1635615411,Vendor
i:21877,Netherweave Cloth,1,1,800,Merchant,Anyaaknees,1635615417,Vendor
i:25649,Knothide Leather Scraps,8,8,250,Merchant,Anyaaknees,1635615417,Vendor
i:8952,Roasted Quail,2,2,200,Merchant,Anyaaknees,1635615418,Vendor
i:14047,Runecloth,19,19,400,Merchant,Anyaaknees,1635615419,Vendor
i:14047,Runecloth,2,2,400,Merchant,Anyaaknees,1635615954,Vendor
i:24577,?,1,1,5520,Merchant,Anyaaknees,1635615956,Vendor
i:25649,Knothide Leather Scraps,5,5,250,Merchant,Anyaaknees,1635615957,Vendor
i:25440,?,1,1,870,Merchant,Anyaaknees,1635615958,Vendor
i:29941,?,1,1,32948,Merchant,Anyaaknees,1635615960,Vendor
i:24605:-8,?,1,1,11214,Merchant,Anyaaknees,1635619406,Vendor
i:29576,?,2,2,670,Merchant,Anyaaknees,1635619408,Vendor
i:24507,Elemental Shard,1,1,870,Merchant,Anyaaknees,1635619408,Vendor
i:24825:-39,?,1,1,17660,Merchant,Anyaaknees,1635619412,Vendor
i:25074:-45,?,1,1,35384,Merchant,Anyaaknees,1635619413,Vendor
i:13444,Major Mana Potion,1,1,1500,Merchant,Anyaaknees,1635619414,Vendor
i:24708:-40,?,1,1,14065,Merchant,Anyaaknees,1635619426,Vendor
i:27859,Zangar Caps,3,3,280,Merchant,Anyaaknees,1635619428,Vendor
i:25452,Blighted Fungus,4,4,990,Merchant,Anyaaknees,1635619429,Vendor
i:24477,Jaggal Clam Meat,3,3,100,Merchant,Anyaaknees,1635619430,Vendor
i:25429,Grime-encrusted Scale,14,14,870,Merchant,Anyaaknees,1635619436,Vendor
i:27676,Strange Spores,1,1,200,Merchant,Anyaaknees,1635619438,Vendor
i:17057,Shiny Fish Scales,6,6,7,Merchant,Anyaaknees,1635619442,Vendor
i:17058,Fish Oil,3,3,7,Merchant,Anyaaknees,1635619442,Vendor
i:25431,?,4,4,990,Merchant,Anyaaknees,1635619443,Vendor
i:25372,?,1,1,8436,Merchant,Anyaaknees,1635619444,Vendor
i:25649,Knothide Leather Scraps,20,20,250,Merchant,Anyaaknees,1635619462,Vendor
i:25454,?,1,1,990,Merchant,Anyaaknees,1635619467,Vendor
i:25813,?,6,6,1020,Merchant,Anyaaknees,1635619474,Vendor
i:25450,?,12,12,870,Merchant,Anyaaknees,1635619477,Vendor
i:24576,?,1,1,3666,Merchant,Anyaaknees,1635619484,Vendor
i:27858,Sunspring Carp,1,1,280,Merchant,Anyaaknees,1635619485,Vendor
i:22785,Felweed,1,3,1877,Fellas,Anyaaknees,1635613685,Auction
i:22575,Mote of Life,1,2,3126,Whitlock,Anyaaknees,1635614341,Auction
i:22785,Felweed,1,5,1877,Elila,Anyaaknees,1635614953,Auction
i:21887,Knothide Leather,1,3,2081,Kontgat,Anyaaknees,1635615031,Auction
i:22577,Mote of Shadow,1,2,10251,Morishäi,Anyaaknees,1635615374,Auction
i:22577,Mote of Shadow,1,1,10251,Metoo,Anyaaknees,1635615651,Auction
i:13464,Golden Sansam,1,3,6736,Luckydo,Anyaaknees,1635615718,Auction
i:24405,?,2,2,500,Merchant,Anyaaknees,1635619701,Vendor
i:24540,?,4,4,1000,Merchant,Anyaaknees,1635619702,Vendor
i:24403,?,4,4,1000,Merchant,Anyaaknees,1635619704,Vendor
i:24406,?,1,1,750,Merchant,Anyaaknees,1635619706,Vendor
i:28501,Ravager Egg Omelet,5,5,25,Merchant,Anyaaknees,1635619736,Vendor
i:24404,?,1,1,500,Merchant,Anyaaknees,1635619756,Vendor
i:24408,?,6,6,1000,Merchant,Anyaaknees,1635619761,Vendor
i:24540,?,6,6,1000,Merchant,Anyaaknees,1635619762,Vendor
i:24403,?,3,3,1000,Merchant,Anyaaknees,1635619763,Vendor
i:3387,Limited Invulnerability Potion,4,4,30,Merchant,Anyaaknees,1635619771,Vendor
i:31136,Breastplate of Blade Turning,1,1,113991,Rdz,Alfakenybody,1635610406,Auction
i:21887,Knothide Leather,1,2,2271,Kontgat,Alfakenybody,1635615034,Auction
i:13464,Golden Sansam,1,2,7589,Thiccpots,Alfakenybody,1635616895,Auction
i:27856,Skethyl Berries,2,2,280,Merchant,Anyaaknees,1635623331,Vendor
i:24231,?,3,3,52,Merchant,Anyaaknees,1635623332,Vendor
i:5173,?,3,3,25,Merchant,Anyaaknees,1635623336,Vendor
i:13823,?,1,1,13107,Merchant,Anyaaknees,1635623336,Vendor
i:8952,Roasted Quail,1,1,200,Merchant,Anyaaknees,1635623337,Vendor
i:27676,Strange Spores,1,1,200,Merchant,Anyaaknees,1635623339,Vendor
i:25434,Fractured Carapace,1,1,870,Merchant,Anyaaknees,1635623340,Vendor
i:22575,Mote of Life,3,3,400,Merchant,Anyaaknees,1635623345,Vendor
i:8924,?,5,5,25,Merchant,Anyaaknees,1635623348,Vendor
i:17057,Shiny Fish Scales,1,1,7,Merchant,Anyaaknees,1635623349,Vendor
i:8923,?,4,4,50,Merchant,Anyaaknees,1635623358,Vendor
i:27855,Mag'har Grainbread,1,1,280,Merchant,Anyaaknees,1635623371,Vendor
i:24477,Jaggal Clam Meat,1,1,100,Merchant,Anyaaknees,1635623372,Vendor
i:29570,A Gnome Effigy,1,1,670,Merchant,Anyaaknees,1635623380,Vendor
i:13446,Major Healing Potion,1,1,1000,Merchant,Anyaaknees,1635623383,Vendor
i:25787,?,1,1,8910,Merchant,Anyaaknees,1635623398,Vendor
i:27854,Smoked Talbuk Venison,2,2,280,Merchant,Anyaaknees,1635623401,Vendor
i:14047,Runecloth,9,9,400,Merchant,Anyaaknees,1635623409,Vendor
i:22787,Ragveil,1,4,3126,Dragnil,Anyaaknees,1635616265,Auction
i:13464,Golden Sansam,1,1,7589,Cioran,Alfakenybody,1635619583,Auction
i:14047,Runecloth,15,15,400,Merchant,Alfakenybody,1635624008,Vendor
i:14530,Heavy Runecloth Bandage,20,80,1000,Merchant,Alfakenybody,1635624010,Vendor
i:18255,Runn Tum Tuber,20,40,15,Merchant,Alfakenybody,1635624031,Vendor
i:18255,Runn Tum Tuber,19,19,15,Merchant,Alfakenybody,1635624032,Vendor
i:18255,Runn Tum Tuber,16,16,15,Merchant,Alfakenybody,1635624032,Vendor
i:17058,Fish Oil,2,2,7,Merchant,Alfakenybody,1635624032,Vendor
i:28053,Wicked Arrow,200,200,2,Merchant,Anyaaknees,1635625197,Vendor
i:27716,?,1,1,40188,Merchant,Anyaaknees,1635625202,Vendor
i:27717,?,1,1,35626,Merchant,Anyaaknees,1635625203,Vendor
i:17057,Shiny Fish Scales,2,2,7,Merchant,Anyaaknees,1635625217,Vendor
i:13444,Major Mana Potion,1,1,1500,Merchant,Anyaaknees,1635625218,Vendor
i:17058,Fish Oil,4,4,7,Merchant,Anyaaknees,1635625218,Vendor
i:24477,Jaggal Clam Meat,4,4,100,Merchant,Anyaaknees,1635625219,Vendor
i:25386,?,1,1,9571,Merchant,Anyaaknees,1635625220,Vendor
i:24576,?,1,1,3666,Merchant,Anyaaknees,1635625220,Vendor
i:25597,?,1,1,21431,Merchant,Anyaaknees,1635625458,Vendor
i:25649,Knothide Leather Scraps,2,2,250,Merchant,Anyaaknees,1635625474,Vendor
i:24291,Bog Lord Tendril,4,4,500,Merchant,Anyaaknees,1635626894,Vendor
i:25431,?,2,2,990,Merchant,Anyaaknees,1635626897,Vendor
i:24477,Jaggal Clam Meat,3,3,100,Merchant,Anyaaknees,1635626899,Vendor
i:25450,?,17,17,870,Merchant,Anyaaknees,1635626901,Vendor
i:24601:-39,?,1,1,17787,Merchant,Anyaaknees,1635626903,Vendor
i:25813,?,6,6,1020,Merchant,Anyaaknees,1635626905,Vendor
i:27859,Zangar Caps,5,5,280,Merchant,Anyaaknees,1635626907,Vendor
i:25452,Blighted Fungus,1,1,990,Merchant,Anyaaknees,1635626909,Vendor
i:25649,Knothide Leather Scraps,12,12,250,Merchant,Anyaaknees,1635626911,Vendor
i:25434,Fractured Carapace,4,4,870,Merchant,Anyaaknees,1635626914,Vendor
i:25436,Twitching Leg,1,1,990,Merchant,Anyaaknees,1635626923,Vendor
i:17058,Fish Oil,1,1,7,Merchant,Anyaaknees,1635626957,Vendor
i:24401,Unidentified Plant Parts,6,6,750,Merchant,Alfakenybody,1635627182,Vendor
i:27674,Ravager Flesh,15,15,200,Merchant,Alfakenybody,1635627184,Vendor
i:21886,Primal Life,1,1,41031,Kzz,Alfakenybody,1635624161,Auction
i:22786,Dreaming Glory,1,2,7116,Dragonlegend,Alfakenybody,1635624740,Auction
i:22785,Felweed,1,4,2271,Excutioner,Alfakenybody,1635625139,Auction
i:22575,Mote of Life,1,4,3409,Happydeals,Alfakenybody,1635625884,Auction
i:21887,Knothide Leather,1,4,2172,Terraedge,Alfakenybody,1635626009,Auction
